raw,clean_text,clean,clean-default
Dirty looking water beach attractions that seemed a total rip off mainly parachute crack.. after watching I timed the air time and a disgusting 1 minute 20 seconds for something like 2000 baht,dirty looking water beach attractions that seemed a total rip off mainly parachute crack after watching i timed the air time and a disgusting minute seconds for something like baht,"['dirty', 'looking', 'water', 'beach', 'attractions', 'that', 'seemed', 'a', 'total', 'rip', 'off', 'mainly', 'parachute', 'crack', 'after', 'watching', 'i', 'timed', 'the', 'air', 'time', 'and', 'a', 'disgusting', 'minute', 'seconds', 'for', 'something', 'like', 'baht']","['dirty', 'looking', 'water', 'beach', 'attraction', 'total', 'rip', 'mainly', 'parachute', 'crack', 'watch', 'time', 'air', 'time', 'disgusting', 'minute', 'second', 'like', 'baht']"
"Beautiful white sand beach, a little crowded and noisy in high season. Amazing water, warm and clean I recommend fresh fruit juices sold by merchants near the beach.. are excellent",beautiful white sand beach a little crowded and noisy in high season amazing water warm and clean i recommend fresh fruit juices sold by merchants near the beach are excellent,"['beautiful', 'white', 'sand', 'beach', 'a', 'little', 'crowded', 'and', 'noisy', 'in', 'high', 'season', 'amazing', 'water', 'warm', 'and', 'clean', 'i', 'recommend', 'fresh', 'fruit', 'juices', 'sold', 'by', 'merchants', 'near', 'the', 'beach', 'are', 'excellent']","['beautiful', 'white', 'sand', 'beach', 'little', 'crowded', 'noisy', 'high', 'season', 'amazing', 'water', 'warm', 'clean', 'recommend', 'fresh', 'fruit', 'juice', 'sell', 'merchant', 'near', 'beach', 'excellent']"
One of the most spectacular beaches of Asia drawing tourists from around the world and filled with activity. The beach is clean and lined with a wide variety of bars and eateries providing seafood and other food for lunch and dinner. Weather is pleasant during Winter months and…,of the most spectacular beaches of asia drawing tourists from around the world and filled with activity the beach is clean and lined with a wide variety of bars and eateries providing seafood and other food for lunch and dinner weather is pleasant during winter months and,"['of', 'the', 'most', 'spectacular', 'beaches', 'of', 'asia', 'drawing', 'tourists', 'from', 'around', 'the', 'world', 'and', 'filled', 'with', 'activity', 'the', 'beach', 'is', 'clean', 'and', 'lined', 'with', 'a', 'wide', 'variety', 'of', 'bars', 'and', 'eateries', 'providing', 'seafood', 'and', 'other', 'food', 'for', 'lunch', 'and', 'dinner', 'weather', 'is', 'pleasant', 'during', 'winter', 'months', 'and']","['spectacular', 'beach', 'asia', 'draw', 'tourist', 'world', 'fill', 'activity', 'beach', 'clean', 'line', 'wide', 'variety', 'bar', 'eatery', 'provide', 'seafood', 'food', 'lunch', 'dinner', 'weather', 'pleasant', 'winter', 'month']"
"The Northern end (near Gracelands)  is nicer, with less people and cleaner water. For a couple hundred baht you can get a sun lounge under an umbrella for the day. Drinks are there and food carts. The security guys at Gracelands help you to navigate the road crossing. There's…",the northern end near gracelands is nicer with less people and cleaner water for a couple baht you can get a sun lounge under an umbrella for the day drinks are there and food carts the security guys at gracelands help you to navigate the road crossing there has,"['the', 'northern', 'end', 'near', 'gracelands', 'is', 'nicer', 'with', 'less', 'people', 'and', 'cleaner', 'water', 'for', 'a', 'couple', 'baht', 'you', 'can', 'get', 'a', 'sun', 'lounge', 'under', 'an', 'umbrella', 'for', 'the', 'day', 'drinks', 'are', 'there', 'and', 'food', 'carts', 'the', 'security', 'guys', 'at', 'gracelands', 'help', 'you', 'to', 'navigate', 'the', 'road', 'crossing', 'there', 'has']","['northern', 'end', 'near', 'graceland', 'nice', 'people', 'clean', 'water', 'couple', 'baht', 'sun', 'lounge', 'umbrella', 'day', 'drink', 'food', 'cart', 'security', 'guy', 'graceland', 'help', 'navigate', 'road', 'crossing']"
We went there on the 01/01/2020. Crowded but lots of activities. My granddaughter enjoyed herself. Sure will visit.again,we went there on the crowded but lots of activities my granddaughter enjoyed herself sure will visit.again,"['we', 'went', 'there', 'on', 'the', 'crowded', 'but', 'lots', 'of', 'activities', 'my', 'granddaughter', 'enjoyed', 'herself', 'sure', 'will', 'visit.again']","['go', 'crowded', 'lot', 'activity', 'granddaughter', 'enjoy', 'sure', 'visit.again']"
"A lot of people, famous walking street - Bangla road is here. But if you come with children recommender find more quiet place for vacation.",a lot of people famous walking street bangla road is here but if you come with children recommender find more quiet place for vacation,"['a', 'lot', 'of', 'people', 'famous', 'walking', 'street', 'bangla', 'road', 'is', 'here', 'but', 'if', 'you', 'come', 'with', 'children', 'recommender', 'find', 'more', 'quiet', 'place', 'for', 'vacation']","['lot', 'people', 'famous', 'walk', 'street', 'bangla', 'road', 'come', 'child', 'recommender', 'find', 'quiet', 'place', 'vacation']"
"This beach probably is the worst in Phuket. Too many people, garbage left everywhere, very little swimming area, dirty water because most of it is taken by the watercraft and boats. Noisy because too close to the main road. Don't expect to lay down in paradise -it's not!",this beach probably is the worst in phuket too many people garbage left everywhere very little swimming area dirty water because most of it is taken by the watercraft and boats noisy because too close to the main road do not expect to lay down in paradise is not,"['this', 'beach', 'probably', 'is', 'the', 'worst', 'in', 'phuket', 'too', 'many', 'people', 'garbage', 'left', 'everywhere', 'very', 'little', 'swimming', 'area', 'dirty', 'water', 'because', 'most', 'of', 'it', 'is', 'taken', 'by', 'the', 'watercraft', 'and', 'boats', 'noisy', 'because', 'too', 'close', 'to', 'the', 'main', 'road', 'do', 'not', 'expect', 'to', 'lay', 'down', 'in', 'paradise', 'is', 'not']","['beach', 'probably', 'bad', 'phuket', 'people', 'garbage', 'leave', 'little', 'swimming', 'area', 'dirty', 'water', 'take', 'watercraft', 'boat', 'noisy', 'close', 'main', 'road', 'not', 'expect', 'lay', 'paradise', 'not']"
This beach is not the best in phuket. There are many beaches better and more clean to visit during your stay. It is location is amazing. Near patong market. I went to it only once during my stay.,this beach is not the best in phuket there are many beaches better and more clean to visit during your stay it is location is amazing near patong market i went to it only once during my stay,"['this', 'beach', 'is', 'not', 'the', 'best', 'in', 'phuket', 'there', 'are', 'many', 'beaches', 'better', 'and', 'more', 'clean', 'to', 'visit', 'during', 'your', 'stay', 'it', 'is', 'location', 'is', 'amazing', 'near', 'patong', 'market', 'i', 'went', 'to', 'it', 'only', 'once', 'during', 'my', 'stay']","['beach', 'not', 'good', 'phuket', 'beach', 'well', 'clean', 'visit', 'stay', 'location', 'amazing', 'near', 'patong', 'market', 'go', 'stay']"
"My husband, our 10 years old son and I went to Patong beach. My son like the beach so much. As u walk pass by, there will be locals promoting jetski & parachuting. They a bit quite pushy, we politely reject them as we are not interested, they keep mumbling non-stop. They are very rude & not friendly. Phuket is not a friendly spot. If can, try to avoid this place. Otherwise your holidays gonna be spoiled by their sh*t attitude",my husband our years old son and i went to patong beach my son like the beach so much as you walk pass by there will be locals promoting jetski & parachuting they a bit quite pushy we politely reject them as we are not interested they keep mumbling non - stop they are very rude & not friendly phuket is not a friendly spot if can try to avoid this place otherwise your holidays going to be spoiled by their sh*t attitude,"['my', 'husband', 'our', 'years', 'old', 'son', 'and', 'i', 'went', 'to', 'patong', 'beach', 'my', 'son', 'like', 'the', 'beach', 'so', 'much', 'as', 'you', 'walk', 'pass', 'by', 'there', 'will', 'be', 'locals', 'promoting', 'jetski', '&', 'parachuting', 'they', 'a', 'bit', 'quite', 'pushy', 'we', 'politely', 'reject', 'them', 'as', 'we', 'are', 'not', 'interested', 'they', 'keep', 'mumbling', 'non', '-', 'stop', 'they', 'are', 'very', 'rude', '&', 'not', 'friendly', 'phuket', 'is', 'not', 'a', 'friendly', 'spot', 'if', 'can', 'try', 'to', 'avoid', 'this', 'place', 'otherwise', 'your', 'holidays', 'going', 'to', 'be', 'spoiled', 'by', 'their', 'sh*t', 'attitude']","['husband', 'year', 'old', 'son', 'go', 'patong', 'beach', 'son', 'like', 'beach', 'walk', 'pass', 'local', 'promote', 'jetski', '&', 'parachuting', 'bit', 'pushy', 'politely', 'reject', 'not', 'interested', 'mumble', 'non', '-', 'stop', 'rude', '&', 'not', 'friendly', 'phuket', 'not', 'friendly', 'spot', 'try', 'avoid', 'place', 'holiday', 'go', 'spoil', 'sh*t', 'attitude']"
"Loungers and umberella cost 100 baths. They make sure there is no sand on lounger and place your towel on it Towels can be rented if needed. Plenty of women coming round to see if you want a drink or fresh fruit, all reasonably priced. Sea quite calm no big waves",loungers and umberella cost baths they make sure there is no sand on lounger and place your towel on it towels can be rented if needed plenty of women coming round to see if you want a drink or fresh fruit all reasonably priced sea quite calm no big waves,"['loungers', 'and', 'umberella', 'cost', 'baths', 'they', 'make', 'sure', 'there', 'is', 'no', 'sand', 'on', 'lounger', 'and', 'place', 'your', 'towel', 'on', 'it', 'towels', 'can', 'be', 'rented', 'if', 'needed', 'plenty', 'of', 'women', 'coming', 'round', 'to', 'see', 'if', 'you', 'want', 'a', 'drink', 'or', 'fresh', 'fruit', 'all', 'reasonably', 'priced', 'sea', 'quite', 'calm', 'no', 'big', 'waves']","['lounger', 'umberella', 'cost', 'bath', 'sure', 'no', 'sand', 'lounger', 'place', 'towel', 'towel', 'rent', 'need', 'plenty', 'woman', 'come', 'round', 'want', 'drink', 'fresh', 'fruit', 'reasonably', 'price', 'sea', 'calm', 'no', 'big', 'wave']"
All hotels are off the beach and that is ok. Make sure you get to the beach early to get a lounge chair. Reserve one with Alex the charge for 2 chairs and an umbrella is 200 Bhats. If you reserve for the next day it costs you 270 Bhats but you get preferential treatment and an extra umbrella. Eat the food off the carts on the beach it is amazingly good. Find If the ice cream guy he is very knowledgeable and can speak good English. Massages are better and less expensive off the beach. The water is amazing and the sun is very strong. I did not spend time in the sun and came back with a nice tan. Don’t bring too many clothes as laundry services are available everywhere for 50 Bhats per kilo. You can change money almost anywhere and the people are amazing. There are more 711 stores in Patong beach than in CANADA every street corner has at least one. Pharmacies are also everywhere. Eat street food at the night markets it is amazing. Have fun bring sun screen. Be careful crossing the streets as the experience is like dodging bulls. Russian roulette.,all hotels are off the beach and that is ok make sure you get to the beach early to get a lounge chair reserve with alex the charge for chairs and an umbrella is bhats if you reserve for the next day it costs you bhats but you get preferential treatment and an extra umbrella eat the food off the carts on the beach it is amazingly good find if the ice cream guy he is very knowledgeable and can speak good english massages are better and less expensive off the beach the water is amazing and the sun is very strong i did not spend time in the sun and came back with a nice tan do not bring too many clothes as laundry services are available everywhere for bhats per kilo you can change money almost anywhere and the people are amazing there are more stores in patong beach than in canada every street corner has at least pharmacies are also everywhere eat street food at the night markets it is amazing have fun bring sun screen be careful crossing the streets as the experience is like dodging bulls russian roulette,"['all', 'hotels', 'are', 'off', 'the', 'beach', 'and', 'that', 'is', 'ok', 'make', 'sure', 'you', 'get', 'to', 'the', 'beach', 'early', 'to', 'get', 'a', 'lounge', 'chair', 'reserve', 'with', 'alex', 'the', 'charge', 'for', 'chairs', 'and', 'an', 'umbrella', 'is', 'bhats', 'if', 'you', 'reserve', 'for', 'the', 'next', 'day', 'it', 'costs', 'you', 'bhats', 'but', 'you', 'get', 'preferential', 'treatment', 'and', 'an', 'extra', 'umbrella', 'eat', 'the', 'food', 'off', 'the', 'carts', 'on', 'the', 'beach', 'it', 'is', 'amazingly', 'good', 'find', 'if', 'the', 'ice', 'cream', 'guy', 'he', 'is', 'very', 'knowledgeable', 'and', 'can', 'speak', 'good', 'english', 'massages', 'are', 'better', 'and', 'less', 'expensive', 'off', 'the', 'beach', 'the', 'water', 'is', 'amazing', 'and', 'the', 'sun', 'is', 'very', 'strong', 'i', 'did', 'not', 'spend', 'time', 'in', 'the', 'sun', 'and', 'came', 'back', 'with', 'a', 'nice', 'tan', 'do', 'not', 'bring', 'too', 'many', 'clothes', 'as', 'laundry', 'services', 'are', 'available', 'everywhere', 'for', 'bhats', 'per', 'kilo', 'you', 'can', 'change', 'money', 'almost', 'anywhere', 'and', 'the', 'people', 'are', 'amazing', 'there', 'are', 'more', 'stores', 'in', 'patong', 'beach', 'than', 'in', 'canada', 'every', 'street', 'corner', 'has', 'at', 'least', 'pharmacies', 'are', 'also', 'everywhere', 'eat', 'street', 'food', 'at', 'the', 'night', 'markets', 'it', 'is', 'amazing', 'have', 'fun', 'bring', 'sun', 'screen', 'be', 'careful', 'crossing', 'the', 'streets', 'as', 'the', 'experience', 'is', 'like', 'dodging', 'bulls', 'russian', 'roulette']","['hotel', 'beach', 'ok', 'sure', 'beach', 'early', 'lounge', 'chair', 'reserve', 'alex', 'charge', 'chair', 'umbrella', 'bhat', 'reserve', 'day', 'cost', 'bhat', 'preferential', 'treatment', 'extra', 'umbrella', 'eat', 'food', 'cart', 'beach', 'amazingly', 'good', 'find', 'ice', 'cream', 'guy', 'knowledgeable', 'speak', 'good', 'english', 'massage', 'well', 'expensive', 'beach', 'water', 'amazing', 'sun', 'strong', 'not', 'spend', 'time', 'sun', 'come', 'nice', 'tan', 'not', 'bring', 'clothe', 'laundry', 'service', 'available', 'bhat', 'kilo', 'change', 'money', 'people', 'amazing', 'store', 'patong', 'beach', 'canada', 'street', 'corner', 'pharmacy', 'eat', 'street', 'food', 'night', 'market', 'amazing', 'fun', 'bring', 'sun', 'screen', 'careful', 'cross', 'street', 'experience', 'like', 'dodge', 'bull', 'russian', 'roulette']"
"Been to Thailand Bangkok, Phuket and Phi Phi Islands, but i would vouch for my days at Phuket, they were so awesome. the Place is so welcoming and so full of life, a lot of activities around the beach. and the waters are warm and so blue. if i am to come back to Thailand, all my days would be spent in Phuket along Patong Beach.",been to thailand bangkok phuket and phi phi islands but i would vouch for my days at phuket they were so awesome the place is so welcoming and so full of life a lot of activities around the beach and the waters are warm and so blue if i am to come back to thailand all my days would be spent in phuket along patong beach,"['been', 'to', 'thailand', 'bangkok', 'phuket', 'and', 'phi', 'phi', 'islands', 'but', 'i', 'would', 'vouch', 'for', 'my', 'days', 'at', 'phuket', 'they', 'were', 'so', 'awesome', 'the', 'place', 'is', 'so', 'welcoming', 'and', 'so', 'full', 'of', 'life', 'a', 'lot', 'of', 'activities', 'around', 'the', 'beach', 'and', 'the', 'waters', 'are', 'warm', 'and', 'so', 'blue', 'if', 'i', 'am', 'to', 'come', 'back', 'to', 'thailand', 'all', 'my', 'days', 'would', 'be', 'spent', 'in', 'phuket', 'along', 'patong', 'beach']","['thailand', 'bangkok', 'phuket', 'phi', 'phi', 'island', 'vouch', 'day', 'phuket', 'awesome', 'place', 'welcoming', 'life', 'lot', 'activity', 'beach', 'water', 'warm', 'blue', 'come', 'thailand', 'day', 'spend', 'phuket', 'patong', 'beach']"
"Lovely clean beach with various things to do. Massages on the beach, jet skis and more. Close to the hotel and stunning views.",lovely clean beach with various things to do massages on the beach jet skis and more close to the hotel and stunning views,"['lovely', 'clean', 'beach', 'with', 'various', 'things', 'to', 'do', 'massages', 'on', 'the', 'beach', 'jet', 'skis', 'and', 'more', 'close', 'to', 'the', 'hotel', 'and', 'stunning', 'views']","['lovely', 'clean', 'beach', 'thing', 'massage', 'beach', 'jet', 'ski', 'close', 'hotel', 'stunning', 'view']"
Great beach on Phuket. The town is a dump. They have roped areas for swimming. Chair and umbrella rentals are available for 200 Baht.,great beach on phuket the town is a dump they have roped areas for swimming chair and umbrella rentals are available for baht,"['great', 'beach', 'on', 'phuket', 'the', 'town', 'is', 'a', 'dump', 'they', 'have', 'roped', 'areas', 'for', 'swimming', 'chair', 'and', 'umbrella', 'rentals', 'are', 'available', 'for', 'baht']","['great', 'beach', 'phuket', 'town', 'dump', 'rope', 'area', 'swimming', 'chair', 'umbrella', 'rental', 'available', 'baht']"
"This is not my kind of place at all. Too many bodies, chairs, beds, umbrellas all on top of each other. There is no personal space. It probably isn’t, but it feels dirty. Hated it.",this is not my kind of place at all too many bodies chairs beds umbrellas all on top of each other there is no personal space it probably is not but it feels dirty hated it,"['this', 'is', 'not', 'my', 'kind', 'of', 'place', 'at', 'all', 'too', 'many', 'bodies', 'chairs', 'beds', 'umbrellas', 'all', 'on', 'top', 'of', 'each', 'other', 'there', 'is', 'no', 'personal', 'space', 'it', 'probably', 'is', 'not', 'but', 'it', 'feels', 'dirty', 'hated', 'it']","['not', 'kind', 'place', 'body', 'chair', 'bed', 'umbrella', 'no', 'personal', 'space', 'probably', 'not', 'feel', 'dirty', 'hate']"
Clean beach Too many people though and a lot of touting by people selling stuff. It’s annoying when you’re having a conversation with someone or enjoying a quiet moment staring into the sea and sunset with a beer.It’s worth a visit because it’s conveniently located beside Bangla street. Nice sun set but couldn’t see it setting over the horizon.Popular common Beach,clean beach too many people though and a lot of touting by people selling stuff it is annoying when you are having a conversation with someone or enjoying a quiet moment staring into the sea and sunset with a beer.it is worth a visit because it has conveniently located beside bangla street nice sun set but could not see it setting over the horizon.popular common beach,"['clean', 'beach', 'too', 'many', 'people', 'though', 'and', 'a', 'lot', 'of', 'touting', 'by', 'people', 'selling', 'stuff', 'it', 'is', 'annoying', 'when', 'you', 'are', 'having', 'a', 'conversation', 'with', 'someone', 'or', 'enjoying', 'a', 'quiet', 'moment', 'staring', 'into', 'the', 'sea', 'and', 'sunset', 'with', 'a', 'beer.it', 'is', 'worth', 'a', 'visit', 'because', 'it', 'has', 'conveniently', 'located', 'beside', 'bangla', 'street', 'nice', 'sun', 'set', 'but', 'could', 'not', 'see', 'it', 'setting', 'over', 'the', 'horizon.popular', 'common', 'beach']","['clean', 'beach', 'people', 'lot', 'tout', 'people', 'sell', 'stuff', 'annoying', 'have', 'conversation', 'enjoy', 'quiet', 'moment', 'stare', 'sea', 'sunset', 'beer.it', 'worth', 'visit', 'conveniently', 'locate', 'bangla', 'street', 'nice', 'sun', 'set', 'not', 'set', 'horizon.popular', 'common', 'beach']"
The beach is generally clean with enough swimming space and planty of activities to do. It is also close to the shopping centers and restaurants. The loungers are reasonably priced.,the beach is generally clean with enough swimming space and planty of activities to do it is also close to the shopping centers and restaurants the loungers are reasonably priced,"['the', 'beach', 'is', 'generally', 'clean', 'with', 'enough', 'swimming', 'space', 'and', 'planty', 'of', 'activities', 'to', 'do', 'it', 'is', 'also', 'close', 'to', 'the', 'shopping', 'centers', 'and', 'restaurants', 'the', 'loungers', 'are', 'reasonably', 'priced']","['beach', 'generally', 'clean', 'swimming', 'space', 'planty', 'activity', 'close', 'shopping', 'center', 'restaurant', 'lounger', 'reasonably', 'price']"
"This beach has everything exactly where you need it. The people at the restaurants are super friendly. You have the options of umbrellas and chairs to enjoy some much needed shade. It is a great beach to swim at or try out some adventure sports. I personally enjoyed watching the gorgeous sunsets. It is really peaceful. If you looking for somewhere to see the New Year in, this is a great spot. If you have never been, check it out!",this beach has everything exactly where you need it the people at the restaurants are super friendly you have the options of umbrellas and chairs to enjoy some much needed shade it is a great beach to swim at or try out some adventure sports i personally enjoyed watching the gorgeous sunsets it is really peaceful if you looking for somewhere to see the new year in this is a great spot if you have never been check it out,"['this', 'beach', 'has', 'everything', 'exactly', 'where', 'you', 'need', 'it', 'the', 'people', 'at', 'the', 'restaurants', 'are', 'super', 'friendly', 'you', 'have', 'the', 'options', 'of', 'umbrellas', 'and', 'chairs', 'to', 'enjoy', 'some', 'much', 'needed', 'shade', 'it', 'is', 'a', 'great', 'beach', 'to', 'swim', 'at', 'or', 'try', 'out', 'some', 'adventure', 'sports', 'i', 'personally', 'enjoyed', 'watching', 'the', 'gorgeous', 'sunsets', 'it', 'is', 'really', 'peaceful', 'if', 'you', 'looking', 'for', 'somewhere', 'to', 'see', 'the', 'new', 'year', 'in', 'this', 'is', 'a', 'great', 'spot', 'if', 'you', 'have', 'never', 'been', 'check', 'it', 'out']","['beach', 'exactly', 'need', 'people', 'restaurant', 'super', 'friendly', 'option', 'umbrella', 'chair', 'enjoy', 'need', 'shade', 'great', 'beach', 'swim', 'try', 'adventure', 'sport', 'personally', 'enjoy', 'watch', 'gorgeous', 'sunset', 'peaceful', 'look', 'new', 'year', 'great', 'spot', 'check']"
"It was our second stay there. Very nice place for swimming and sunbathing. Excelent service whole day, many offers from local sellers for many of local products or drinks. Behind the beach are many of streetpoints for local of Thai food.",it was our second stay there very nice place for swimming and sunbathing excelent service whole day many offers from local sellers for many of local products or drinks behind the beach are many of streetpoints for local of thai food,"['it', 'was', 'our', 'second', 'stay', 'there', 'very', 'nice', 'place', 'for', 'swimming', 'and', 'sunbathing', 'excelent', 'service', 'whole', 'day', 'many', 'offers', 'from', 'local', 'sellers', 'for', 'many', 'of', 'local', 'products', 'or', 'drinks', 'behind', 'the', 'beach', 'are', 'many', 'of', 'streetpoints', 'for', 'local', 'of', 'thai', 'food']","['second', 'stay', 'nice', 'place', 'swimming', 'sunbathing', 'excelent', 'service', 'day', 'offer', 'local', 'seller', 'local', 'product', 'drink', 'beach', 'streetpoint', 'local', 'thai', 'food']"
